state,county,cfips,latitude,longitude
Alabama,Autauga County,1001,32.5081,-86.6513
Alabama,Baldwin County,1003,30.7725,-87.7842
Alabama,Barbour County,1005,31.8832,-85.3931
Alabama,Bibb County,1007,33.0388,-87.0967
Alabama,Blount County,1009,34.0126,-86.5339
Alabama,Bullock County,1011,32.0945,-85.7131
Alabama,Butler County,1013,31.7404,-86.6759
Alabama,Calhoun County,1015,33.7625,-85.8417
Alabama,Chambers County,1017,32.9225,-85.3942
Alabama,Cherokee County,1019,34.2345,-85.6478
Alabama,Chilton County,1021,32.8658,-86.665
Alabama,Choctaw County,1023,32.0048,-88.286
Alabama,Clarke County,1025,31.5888,-87.8145
Alabama,Clay County,1027,33.2947,-85.8155
Alabama,Cleburne County,1029,33.7164,-85.4945
Alabama,Coffee County,1031,31.399,-85.993
Alabama,Colbert County,1033,34.7368,-87.5953
Alabama,Conecuh County,1035,31.4682,-86.9508
Alabama,Coosa County,1037,32.9278,-86.2616
Alabama,Covington County,1039,31.2565,-86.4472
Alabama,Crenshaw County,1041,31.7415,-86.2967
Alabama,Cullman County,1043,34.0862,-86.9042
Alabama,Dale County,1045,31.4079,-85.6038
Alabama,Dallas County,1047,32.3888,-87.1278
Alabama,DeKalb County,1049,34.5306,-85.7226
Alabama,Elmore County,1051,32.5877,-86.1519
Alabama,Escambia County,1053,31.1268,-87.158
Alabama,Etowah County,1055,34.0211,-86.0433
Alabama,Fayette County,1057,33.7201,-87.7385
Alabama,Franklin County,1059,34.4509,-87.844
Alabama,Geneva County,1061,31.0954,-85.839
Alabama,Greene County,1063,32.8362,-88.0005
Alabama,Hale County,1065,32.7441,-87.6382
Alabama,Henry County,1067,31.5417,-85.2284
Alabama,Houston County,1069,31.1562,-85.2809
Alabama,Jackson County,1071,34.7224,-86.0339
Alabama,Jefferson County,1073,33.5455,-86.8602
Alabama,Lamar County,1075,33.7932,-88.0966
Alabama,Lauderdale County,1077,34.87,-87.5844
Alabama,Lawrence County,1079,34.5516,-87.3181
Alabama,Lee County,1081,32.5787,-85.3621
Alabama,Limestone County,1083,34.7752,-87.0313
Alabama,Lowndes County,1085,32.1852,-86.6581
Alabama,Macon County,1087,32.4142,-85.7275
Alabama,Madison County,1089,34.7333,-86.5722
Alabama,Marengo County,1091,32.269,-87.7608
Alabama,Marion County,1093,34.1214,-87.918
Alabama,Marshall County,1095,34.3531,-86.3454
Alabama,Mobile County,1097,30.7466,-88.2172
Alabama,Monroe County,1099,31.5303,-87.3817
Alabama,Montgomery County,1101,32.2329,-86.2039
Alabama,Morgan County,1103,34.4947,-86.834
Alabama,Perry County,1105,32.5916,-87.2881
Alabama,Pickens County,1107,33.2663,-88.0727
Alabama,Pike County,1109,31.8394,-85.9279
Alabama,Randolph County,1111,33.3006,-85.4599
Alabama,Russell County,1113,32.2863,-85.1791
Alabama,Shelby County,1117,33.2829,-86.6796
Alabama,St. Clair County,1115,33.6907,-86.3647
Alabama,Sumter County,1119,32.6525,-88.2171
Alabama,Talladega County,1121,33.402,-86.1457
Alabama,Tallapoosa County,1123,32.8004,-85.7978
Alabama,Tuscaloosa County,1125,33.3076,-87.5001
Alabama,Walker County,1127,33.7599,-87.2766
Alabama,Washington County,1129,31.4071,-88.1879
Alabama,Wilcox County,1131,32.0483,-87.4009
Alabama,Winston County,1133,34.151,-87.3736
Alaska,Aleutians East Borough,2013,55.8579,-161.4064
Alaska,Aleutians West Census Area,2016,53.6298,-166.6587
Alaska,Anchorage Municipality,2020,61.1094,-149.2032
Alaska,Bethel Census Area,2050,60.4765,-160.8218
Alaska,Bristol Bay Borough,2060,58.753,-156.6908
Alaska,Denali Borough,2068,63.5543,-149.9189
Alaska,Dillingham Census Area,2070,59.7435,-158.1036
Alaska,Fairbanks North Star Borough,2090,64.8624,-146.3565
Alaska,Haines Borough,2100,58.9776,-135.4912
Alaska,Hoonah-Angoon Census Area,2105,58.7416,-137.1836
Alaska,Juneau City and Borough,2110,58.3893,-134.411
Alaska,Kenai Peninsula Borough,2122,60.1107,-150.509
Alaska,Ketchikan Gateway Borough,2130,55.5925,-130.4203
Alaska,Kodiak Island Borough,2150,57.377,-153.1926
Alaska,Lake and Peninsula Borough,2164,58.3702,-156.0031
Alaska,Matanuska-Susitna Borough,2170,62.3637,-149.7135
Alaska,Nome Census Area,2180,64.8563,-163.8418
Alaska,North Slope Borough,2185,69.7626,-152.3077
Alaska,Northwest Arctic Borough,2188,66.9104,-157.9177
Alaska,Petersburg Borough,2195,57.0658,-132.5147
Alaska,Prince of Wales-Hyder Census Area,2198,55.5326,-132.8294
Alaska,Sitka City and Borough,2220,56.8688,-135.0895
Alaska,Skagway Municipality,2230,59.5824,-135.3234
Alaska,Southeast Fairbanks Census Area,2240,64.0024,-143.9917
Alaska,Wrangell City and Borough,2275,56.2747,-131.4735
Alaska,Yakutat City and Borough,2282,59.6726,-138.8519
Alaska,Yukon-Koyukuk Census Area,2290,65.4302,-152.9479
Arizona,Apache County,4001,35.3025,-109.4451
Arizona,Cochise County,4003,31.8901,-109.7497
Arizona,Coconino County,4005,35.6465,-112.0424
Arizona,Gila County,4007,33.7446,-110.685
Arizona,Graham County,4009,33.0361,-109.958
Arizona,Greenlee County,4011,33.1001,-109.2714
Arizona,La Paz County,4012,33.6724,-113.9329
Arizona,Maricopa County,4013,33.2798,-112.7681
Arizona,Mohave County,4015,35.6177,-113.9958
Arizona,Navajo County,4017,35.3134,-110.2972
Arizona,Pima County,4019,31.9681,-111.7806
Arizona,Pinal County,4021,32.9849,-111.4931
Arizona,Santa Cruz County,4023,31.5332,-110.812
Arizona,Yavapai County,4025,34.7064,-112.4429
Arizona,Yuma County,4027,32.7539,-113.9364
Arkansas,Arkansas County,5001,34.2533,-91.3876
Arkansas,Ashley County,5003,33.2027,-91.7957
Arkansas,Baxter County,5005,36.233,-92.3172
Arkansas,Benton County,5007,36.2992,-94.2275
Arkansas,Boone County,5009,36.303,-93.0935
Arkansas,Bradley County,5011,33.4342,-92.1667
Arkansas,Calhoun County,5013,33.5364,-92.5485
Arkansas,Carroll County,5015,36.3108,-93.5564
Arkansas,Chicot County,5017,33.2843,-91.295
Arkansas,Clark County,5019,34.056,-93.1614
Arkansas,Clay County,5021,36.3498,-90.4135
Arkansas,Cleburne County,5023,35.536,-92.0212
Arkansas,Cleveland County,5025,33.8844,-92.184
Arkansas,Columbia County,5027,33.2362,-93.2328
Arkansas,Conway County,5029,35.2674,-92.6763
Arkansas,Craighead County,5031,35.8474,-90.6602
Arkansas,Crawford County,5033,35.5652,-94.242
Arkansas,Crittenden County,5035,35.1383,-90.2329
Arkansas,Cross County,5037,35.3175,-90.7719
Arkansas,Dallas County,5039,33.976,-92.7174
Arkansas,Desha County,5041,33.8197,-91.3035
Arkansas,Drew County,5043,33.5851,-91.7146
Arkansas,Faulkner County,5045,35.1076,-92.3337
Arkansas,Franklin County,5047,35.4872,-93.8748
Arkansas,Fulton County,5049,36.3698,-91.8038
Arkansas,Garland County,5051,34.5809,-93.1061
Arkansas,Grant County,5053,34.2718,-92.4422
Arkansas,Greene County,5055,36.1166,-90.5266
Arkansas,Hempstead County,5057,33.7433,-93.7147
Arkansas,Hot Spring County,5059,34.3241,-93.0135
Arkansas,Howard County,5061,34.0525,-93.9546
Arkansas,Independence County,5063,35.735,-91.5822
Arkansas,Izard County,5065,36.0656,-91.8977
Arkansas,Jackson County,5067,35.6224,-91.2038
Arkansas,Jefferson County,5069,34.2766,-91.9612
Arkansas,Johnson County,5071,35.5483,-93.4628
Arkansas,Lafayette County,5073,33.2538,-93.5929
Arkansas,Lawrence County,5075,36.0701,-91.0867
Arkansas,Lee County,5077,34.7694,-90.823
Arkansas,Lincoln County,5079,33.9818,-91.7095
Arkansas,Little River County,5081,33.7397,-94.2264
Arkansas,Logan County,5083,35.2226,-93.6541
Arkansas,Lonoke County,5085,34.7777,-91.8876
Arkansas,Madison County,5087,36.0208,-93.6975
Arkansas,Marion County,5089,36.2812,-92.7095
Arkansas,Miller County,5091,33.3159,-93.8695
Arkansas,Mississippi County,5093,35.6977,-90.1216
Arkansas,Monroe County,5095,34.6711,-91.2128
Arkansas,Montgomery County,5097,34.5437,-93.6686
Arkansas,Nevada County,5099,33.7056,-93.2912
Arkansas,Newton County,5101,35.9251,-93.2148
Arkansas,Ouachita County,5103,33.5896,-92.9107
Arkansas,Perry County,5105,34.9429,-92.881
Arkansas,Phillips County,5107,34.3824,-90.8232
Arkansas,Pike County,5109,34.1469,-93.6329
Arkansas,Poinsett County,5111,35.5727,-90.6628
Arkansas,Polk County,5113,34.4578,-94.1985
Arkansas,Pope County,5115,35.4305,-93.0741
Arkansas,Prairie County,5117,34.7916,-91.5346
Arkansas,Pulaski County,5119,34.7548,-92.3139
Arkansas,Randolph County,5121,36.3067,-91.005
Arkansas,Saline County,5125,34.6353,-92.6621
Arkansas,Scott County,5127,34.8835,-94.0785
Arkansas,Searcy County,5129,35.9134,-92.6797
Arkansas,Sebastian County,5131,35.1908,-94.2342
Arkansas,Sevier County,5133,33.9723,-94.2701
Arkansas,Sharp County,5135,36.1977,-91.5126
Arkansas,St. Francis County,5123,35.0082,-90.7238
Arkansas,Stone County,5137,35.9192,-92.2199
Arkansas,Union County,5139,33.1979,-92.5813
Arkansas,Van Buren County,5141,35.5767,-92.5285
Arkansas,Washington County,5143,35.9952,-94.2401
Arkansas,White County,5145,35.2732,-91.7628
Arkansas,Woodruff County,5147,35.1797,-91.2326
Arkansas,Yell County,5149,35.0309,-93.4052
California,Alameda County,6001,37.6798,-121.8648
California,Alpine County,6003,38.6305,-119.8446
California,Amador County,6005,38.4637,-120.7334
California,Butte County,6007,39.7252,-121.5788
California,Calaveras County,6009,38.1718,-120.6567
California,Colusa County,6011,39.1694,-122.2067
California,Contra Costa County,6013,37.8886,-121.9129
California,Del Norte County,6015,41.6916,-123.9049
California,El Dorado County,6017,38.7852,-120.5254
California,Fresno County,6019,36.7515,-119.6373
California,Glenn County,6021,39.5921,-122.4405
California,Humboldt County,6023,40.7376,-123.8951
California,Imperial County,6025,33.0271,-115.3605
California,Inyo County,6027,36.6305,-117.5174
California,Kern County,6029,35.3032,-118.7204
California,Kings County,6031,36.1391,-119.7718
California,Lake County,6033,39.1258,-122.7929
California,Lassen County,6035,40.4545,-120.6616
California,Los Angeles County,6037,34.2663,-118.1424
California,Madera County,6039,37.2724,-119.6358
California,Marin County,6041,38.0685,-122.7009
California,Mariposa County,6043,37.5466,-119.9593
California,Mendocino County,6045,39.3833,-123.4391
California,Merced County,6047,37.1882,-120.609
California,Modoc County,6049,41.5924,-120.7237
California,Mono County,6051,38.0906,-119.0359
California,Monterey County,6053,36.3564,-121.494
California,Napa County,6055,38.5106,-122.3262
California,Nevada County,6057,39.2666,-121.01
California,Orange County,6059,33.6664,-117.7196
California,Placer County,6061,39.0148,-120.7424
California,Plumas County,6063,40.0231,-120.8054
California,Riverside County,6065,33.754,-116.0203
California,Sacramento County,6067,38.3836,-121.2729
California,San Benito County,6069,36.5945,-121.0306
California,San Bernardino County,6071,34.8464,-116.1156
California,San Diego County,6073,33.0185,-116.6934
California,San Francisco County,6075,37.7591,-122.4461
California,San Joaquin County,6077,37.8911,-121.2517
California,San Luis Obispo County,6079,35.3474,-120.336
California,San Mateo County,6081,37.4084,-122.3109
California,Santa Barbara County,6083,34.7446,-120.0357
California,Santa Clara County,6085,37.1901,-121.7207
California,Santa Cruz County,6087,37.0686,-122.0334
California,Shasta County,6089,40.7366,-122.0189
California,Sierra County,6091,39.5877,-120.5103
California,Siskiyou County,6093,41.5027,-122.5449
California,Solano County,6095,38.29,-121.9027
California,Sonoma County,6097,38.4826,-122.8587
California,Stanislaus County,6099,37.6113,-120.8765
California,Sutter County,6101,39.0209,-121.7078
California,Tehama County,6103,40.1258,-122.2124
California,Trinity County,6105,40.6758,-123.1435
California,Tulare County,6107,36.2683,-118.8232
California,Tuolumne County,6109,38.0348,-119.8851
California,Ventura County,6111,34.4736,-119.084
California,Yolo County,6113,38.6202,-121.8556
California,Yuba County,6115,39.2797,-121.4381
Colorado,Adams County,8001,39.8701,-104.1631
Colorado,Alamosa County,8003,37.5466,-105.7781
Colorado,Arapahoe County,8005,39.6519,-104.2834
Colorado,Archuleta County,8007,37.2108,-107.0588
Colorado,Baca County,8009,37.3182,-102.5627
Colorado,Bent County,8011,37.9496,-103.0698
Colorado,Boulder County,8013,40.088,-105.3448
Colorado,Broomfield County,8014,39.9663,-105.0363
Colorado,Chaffee County,8015,38.7407,-106.1828
Colorado,Cheyenne County,8017,38.8243,-102.6046
Colorado,Clear Creek County,8019,39.709,-105.66
Colorado,Conejos County,8021,37.1987,-106.1713
Colorado,Costilla County,8023,37.3277,-105.4554
Colorado,Crowley County,8025,38.298,-103.7784
Colorado,Custer County,8027,38.0776,-105.3443
Colorado,Delta County,8029,38.9419,-107.804
Colorado,Denver County,8031,39.7644,-104.9549
Colorado,Dolores County,8033,37.6906,-108.5063
Colorado,Douglas County,8035,39.3483,-104.9202
Colorado,Eagle County,8037,39.6378,-106.6461
Colorado,El Paso County,8041,38.8296,-104.5628
Colorado,Elbert County,8039,39.2151,-104.189
Colorado,Fremont County,8043,38.4842,-105.4521
Colorado,Garfield County,8045,39.7184,-107.5261
Colorado,Gilpin County,8047,39.8421,-105.5153
Colorado,Grand County,8049,40.0863,-106.1362
Colorado,Gunnison County,8051,38.7039,-106.9748
Colorado,Hinsdale County,8053,37.7857,-107.2992
Colorado,Huerfano County,8055,37.655,-104.9059
Colorado,Jackson County,8057,40.664,-106.3228
Colorado,Jefferson County,8059,39.5234,-105.2388
Colorado,Kiowa County,8061,38.4377,-102.7755
Colorado,Kit Carson County,8063,39.3162,-102.6018
Colorado,La Plata County,8067,37.3197,-107.8468
Colorado,Lake County,8065,39.2184,-106.3357
Colorado,Larimer County,8069,40.6291,-105.4465
Colorado,Las Animas County,8071,37.4062,-103.9173
Colorado,Lincoln County,8073,39.0461,-103.442
Colorado,Logan County,8075,40.7182,-103.1125
Colorado,Mesa County,8077,38.9347,-108.5839
Colorado,Mineral County,8079,37.6844,-106.9202
Colorado,Moffat County,8081,40.6098,-108.1812
Colorado,Montezuma County,8083,37.3197,-108.6287
Colorado,Montrose County,8085,38.4125,-108.2803
Colorado,Morgan County,8087,40.2687,-103.8108
Colorado,Otero County,8089,37.9522,-103.7289
Colorado,Ouray County,8091,38.1129,-107.7265
Colorado,Park County,8093,39.1322,-105.7895
Colorado,Phillips County,8095,40.5979,-102.3585
Colorado,Pitkin County,8097,39.1721,-106.9304
Colorado,Prowers County,8099,37.9638,-102.3926
Colorado,Pueblo County,8101,38.1295,-104.5533
Colorado,Rio Blanco County,8103,39.9282,-108.1848
Colorado,Rio Grande County,8105,37.6147,-106.3753
Colorado,Routt County,8107,40.4633,-107.0432
Colorado,Saguache County,8109,38.1037,-106.3318
Colorado,San Juan County,8111,37.8024,-107.6462
Colorado,San Miguel County,8113,37.9642,-108.4124
Colorado,Sedgwick County,8115,40.8728,-102.3517
Colorado,Summit County,8117,39.6418,-106.0037
Colorado,Teller County,8119,38.8999,-105.1784
Colorado,Washington County,8121,40.0163,-103.1328
Colorado,Weld County,8123,40.502,-104.5459
Colorado,Yuma County,8125,40.0165,-102.4226
Connecticut,Fairfield County,9001,41.3271,-73.3274
Connecticut,Hartford County,9003,41.7924,-72.744
Connecticut,Litchfield County,9005,41.7615,-73.2599
Connecticut,Middlesex County,9007,41.4527,-72.5231
Connecticut,New Haven County,9009,41.4087,-72.9095
Connecticut,New London County,9011,41.4966,-71.9364
Connecticut,Tolland County,9013,41.8121,-72.3192
Connecticut,Windham County,9015,41.8325,-71.9791
Delaware,Kent County,10001,39.0975,-75.5721
Delaware,New Castle County,10003,39.5657,-75.6751
Delaware,Sussex County,10005,38.7069,-75.3935
District of Columbia,District of Columbia,11001,38.894,-76.9882
Florida,Alachua County,12001,29.6809,-82.3552
Florida,Baker County,12003,30.3606,-82.3149
Florida,Bay County,12005,30.2988,-85.5727
Florida,Bradford County,12007,29.9315,-82.2143
Florida,Brevard County,12009,28.3079,-80.7834
Florida,Broward County,12011,26.1511,-80.4895
Florida,Calhoun County,12013,30.4039,-85.2086
Florida,Charlotte County,12015,26.9023,-81.8292
Florida,Citrus County,12017,28.8593,-82.4374
Florida,Clay County,12019,29.9562,-81.8292
Florida,Collier County,12021,26.1608,-81.3445
Florida,Columbia County,12023,30.2096,-82.6264
Florida,DeSoto County,12027,27.1854,-81.8097
Florida,Dixie County,12029,29.5671,-83.1715
Florida,Duval County,12031,30.3866,-81.7798
Florida,Escambia County,12033,30.6538,-87.3304
Florida,Flagler County,12035,29.4662,-81.3097
Florida,Franklin County,12037,29.8538,-84.8366
Florida,Gadsden County,12039,30.5501,-84.6353
Florida,Gilchrist County,12041,29.749,-82.7979
Florida,Glades County,12043,26.9796,-81.2237
Florida,Gulf County,12045,29.9344,-85.2103
Florida,Hamilton County,12047,30.476,-82.9714
Florida,Hardee County,12049,27.4929,-81.8094
Florida,Hendry County,12051,26.6046,-81.2253
Florida,Hernando County,12053,28.5644,-82.4065
Florida,Highlands County,12055,27.3401,-81.3049
Florida,Hillsborough County,12057,27.9097,-82.2405
Florida,Holmes County,12059,30.8497,-85.8166
Florida,Indian River County,12061,27.7062,-80.637
Florida,Jackson County,12063,30.7828,-85.1769
Florida,Jefferson County,12065,30.3778,-83.9384
Florida,Lafayette County,12067,30.0414,-83.1969
Florida,Lake County,12069,28.8116,-81.6866
Florida,Lee County,12071,26.5436,-81.7444
Florida,Leon County,12073,30.4796,-84.2219
Florida,Levy County,12075,29.2967,-82.749
Florida,Liberty County,12077,30.2933,-84.8882
Florida,Madison County,12079,30.4557,-83.4724
Florida,Manatee County,12081,27.4274,-82.3328
Florida,Marion County,12083,29.2407,-82.0227
Florida,Martin County,12085,27.0829,-80.4238
Florida,Miami-Dade County,12086,25.5592,-80.5906
Florida,Monroe County,12087,25.4621,-81.0211
Florida,Nassau County,12089,30.5521,-81.8734
Florida,Okaloosa County,12091,30.6992,-86.5921
Florida,Okeechobee County,12093,27.3016,-80.8409
Florida,Orange County,12095,28.5666,-81.2951
Florida,Osceola County,12097,27.9963,-81.1262
Florida,Palm Beach County,12099,26.6457,-80.4653
Florida,Pasco County,12101,28.3248,-82.3938
Florida,Pinellas County,12103,27.9341,-82.7715
Florida,Polk County,12105,28.0031,-81.7384
Florida,Putnam County,12107,29.6056,-81.8327
Florida,Santa Rosa County,12113,30.6713,-87.0296
Florida,Sarasota County,12115,27.1675,-82.2674
Florida,Seminole County,12117,28.7457,-81.2396
Florida,St. Johns County,12109,29.9382,-81.4423
Florida,St. Lucie County,12111,27.3823,-80.4869
Florida,Sumter County,12119,28.633,-82.1055
Florida,Suwannee County,12121,30.163,-83.0132
Florida,Taylor County,12123,29.9856,-83.5757
Florida,Union County,12125,30.0316,-82.3844
Florida,Volusia County,12127,29.0205,-81.1398
Florida,Wakulla County,12129,30.1363,-84.3717
Florida,Walton County,12131,30.6327,-86.1524
Florida,Washington County,12133,30.6112,-85.672
Georgia,Appling County,13001,31.7234,-82.3271
Georgia,Atkinson County,13003,31.302,-82.8413
Georgia,Bacon County,13005,31.5642,-82.446
Georgia,Baker County,13007,31.2669,-84.4974
Georgia,Baldwin County,13009,33.0582,-83.2522
Georgia,Banks County,13011,34.3445,-83.5214
Georgia,Barrow County,13013,34.0119,-83.7101
Georgia,Bartow County,13015,34.2431,-84.8388
Georgia,Ben Hill County,13017,31.7537,-83.1608
Georgia,Berrien County,13019,31.251,-83.1933
Georgia,Bibb County,13021,32.8066,-83.6856
Georgia,Bleckley County,13023,32.4283,-83.345
Georgia,Brantley County,13025,31.1925,-82.0272
Georgia,Brooks County,13027,30.8589,-83.5455
Georgia,Bryan County,13029,31.9846,-81.4508
Georgia,Bulloch County,13031,32.4037,-81.7281
Georgia,Burke County,13033,33.0511,-81.9246
Georgia,Butts County,13035,33.3124,-83.948
Georgia,Calhoun County,13037,31.5358,-84.6324
Georgia,Camden County,13039,30.9392,-81.677
Georgia,Candler County,13043,32.4128,-82.0614
Georgia,Carroll County,13045,33.6142,-85.1175
Georgia,Catoosa County,13047,34.8771,-85.1438
Georgia,Charlton County,13049,30.7162,-82.1044
Georgia,Chatham County,13051,32.0419,-81.1414
Georgia,Chattahoochee County,13053,32.378,-84.8
Georgia,Chattooga County,13055,34.4379,-85.337
Georgia,Cherokee County,13057,34.2442,-84.4561
Georgia,Clarke County,13059,33.9437,-83.3976
Georgia,Clay County,13061,31.6344,-85.0101
Georgia,Clayton County,13063,33.5008,-84.352
Georgia,Clinch County,13065,30.8844,-82.7311
Georgia,Cobb County,13067,33.9125,-84.585
Georgia,Coffee County,13069,31.5867,-82.8437
Georgia,Colquitt County,13071,31.1805,-83.77
Georgia,Columbia County,13073,33.5274,-82.2215
Georgia,Cook County,13075,31.1889,-83.4296
Georgia,Coweta County,13077,33.3514,-84.7798
Georgia,Crawford County,13079,32.6937,-83.9622
Georgia,Crisp County,13081,31.9167,-83.7665
Georgia,Dade County,13083,34.8062,-85.5116
Georgia,Dawson County,13085,34.4804,-84.2231
Georgia,Decatur County,13087,30.8823,-84.5722
Georgia,DeKalb County,13089,33.7931,-84.22
Georgia,Dodge County,13091,32.1735,-83.1512
Georgia,Dooly County,13093,32.1604,-83.8203
Georgia,Dougherty County,13095,31.5429,-84.2219
Georgia,Douglas County,13097,33.69,-84.7665
Georgia,Early County,13099,31.2959,-84.8656
Georgia,Echols County,13101,30.732,-82.9459
Georgia,Effingham County,13103,32.346,-81.3226
Georgia,Elbert County,13105,34.1232,-82.8596
Georgia,Emanuel County,13107,32.5672,-82.3078
Georgia,Evans County,13109,32.1637,-81.8891
Georgia,Fannin County,13111,34.7944,-84.1995
Georgia,Fayette County,13113,33.4038,-84.5001
Georgia,Floyd County,13115,34.335,-85.194
Georgia,Forsyth County,13117,34.193,-84.1509
Georgia,Franklin County,13119,34.3836,-83.2429
Georgia,Fulton County,13121,33.845,-84.4039
Georgia,Gilmer County,13123,34.7061,-84.4542
Georgia,Glascock County,13125,33.2234,-82.6236
Georgia,Glynn County,13127,31.2334,-81.5432
Georgia,Gordon County,13129,34.5244,-84.8721
Georgia,Grady County,13131,30.8775,-84.2288
Georgia,Greene County,13133,33.5582,-83.1539
Georgia,Gwinnett County,13135,33.9601,-84.0453
Georgia,Habersham County,13137,34.6308,-83.5159
Georgia,Hall County,13139,34.3063,-83.7851
Georgia,Hancock County,13141,33.2596,-82.9988
Georgia,Haralson County,13143,33.7836,-85.2066
Georgia,Harris County,13145,32.7279,-84.8993
Georgia,Hart County,13147,34.3518,-82.9594
Georgia,Heard County,13149,33.2797,-85.1124
Georgia,Henry County,13151,33.4724,-84.1195
Georgia,Houston County,13153,32.4877,-83.6449
Georgia,Irwin County,13155,31.6216,-83.2681
Georgia,Jackson County,13157,34.1326,-83.5846
Georgia,Jasper County,13159,33.3294,-83.6903
Georgia,Jeff Davis County,13161,31.8214,-82.666
Georgia,Jefferson County,13163,33.0376,-82.4451
Georgia,Jenkins County,13165,32.7878,-81.9779
Georgia,Johnson County,13167,32.6656,-82.6422
Georgia,Jones County,13169,33.0137,-83.5574
Georgia,Lamar County,13171,33.0706,-84.1453
Georgia,Lanier County,13173,31.0139,-83.0752
Georgia,Laurens County,13175,32.4323,-82.9229
Georgia,Lee County,13177,31.7691,-84.1367
Georgia,Liberty County,13179,31.8255,-81.5252
Georgia,Lincoln County,13181,33.8109,-82.4499
Georgia,Long County,13183,31.7775,-81.797
Georgia,Lowndes County,13185,30.8282,-83.2435
Georgia,Lumpkin County,13187,34.5765,-84.0269
Georgia,Macon County,13193,32.3532,-84.0509
Georgia,Madison County,13195,34.1361,-83.2063
Georgia,Marion County,13197,32.3437,-84.5242
Georgia,McDuffie County,13189,33.4859,-82.496
Georgia,McIntosh County,13191,31.4956,-81.4702
Georgia,Meriwether County,13199,33.039,-84.6999
Georgia,Miller County,13201,31.1629,-84.7302
Georgia,Mitchell County,13205,31.2606,-84.1797
Georgia,Monroe County,13207,33.0262,-83.8828
Georgia,Montgomery County,13209,32.1518,-82.5334
Georgia,Morgan County,13211,33.6264,-83.5086
Georgia,Murray County,13213,34.786,-84.7429
Georgia,Muscogee County,13215,32.4916,-84.8638
Georgia,Newton County,13217,33.5555,-83.8413
Georgia,Oconee County,13219,33.832,-83.416
Georgia,Oglethorpe County,13221,33.8688,-83.0903
Georgia,Paulding County,13223,33.9259,-84.8869
Georgia,Peach County,13225,32.5654,-83.8325
Georgia,Pickens County,13227,34.4696,-84.4869
Georgia,Pierce County,13229,31.3665,-82.2213
Georgia,Pike County,13231,33.0887,-84.3827
Georgia,Polk County,13233,33.9981,-85.1824
Georgia,Pulaski County,13235,32.2541,-83.4876
Georgia,Putnam County,13237,33.3256,-83.3438
Georgia,Quitman County,13239,31.8817,-85.0187
Georgia,Rabun County,13241,34.8585,-83.4531
Georgia,Randolph County,13243,31.7744,-84.7808
Georgia,Richmond County,13245,33.3856,-82.0915
Georgia,Rockdale County,13247,33.6557,-84.012
Georgia,Schley County,13249,32.2933,-84.3163
Georgia,Screven County,13251,32.7678,-81.6249
Georgia,Seminole County,13253,30.8925,-84.8506
Georgia,Spalding County,13255,33.2657,-84.27
Georgia,Stephens County,13257,34.5742,-83.2794
Georgia,Stewart County,13259,32.0762,-84.8492
Georgia,Sumter County,13261,32.0502,-84.2061
Georgia,Talbot County,13263,32.7045,-84.519
Georgia,Taliaferro County,13265,33.5857,-82.857
Georgia,Tattnall County,13267,32.0537,-82.0532
Georgia,Taylor County,13269,32.56,-84.2449
Georgia,Telfair County,13271,31.9642,-82.9136
Georgia,Terrell County,13273,31.7942,-84.4316
Georgia,Thomas County,13275,30.8684,-83.9073
Georgia,Tift County,13277,31.4588,-83.5179
Georgia,Toombs County,13279,32.1275,-82.3265
Georgia,Towns County,13281,34.8916,-83.7245
Georgia,Treutlen County,13283,32.4032,-82.5473
Georgia,Troup County,13285,33.0462,-85.0417
Georgia,Turner County,13287,31.7095,-83.6251
Georgia,Twiggs County,13289,32.6753,-83.4428
Georgia,Union County,13291,34.8145,-83.9604
Georgia,Upson County,13293,32.847,-84.2938
Georgia,Walker County,13295,34.7861,-85.3261
Georgia,Walton County,13297,33.7621,-83.7467
Georgia,Ware County,13299,31.0216,-82.3674
Georgia,Warren County,13301,33.4325,-82.7019
Georgia,Washington County,13303,32.9975,-82.7988
Georgia,Wayne County,13305,31.5786,-81.9153
Georgia,Webster County,13307,32.0757,-84.538
Georgia,Wheeler County,13309,32.1146,-82.7647
Georgia,White County,13311,34.6527,-83.7674
Georgia,Whitfield County,13313,34.802,-84.9888
Georgia,Wilcox County,13315,31.989,-83.45
Georgia,Wilkes County,13317,33.7943,-82.7783
Georgia,Wilkinson County,13319,32.7966,-83.1537
Georgia,Worth County,13321,31.5845,-83.8333
Hawaii,Hawaii County,15001,19.591,-155.4494
Hawaii,Honolulu County,15003,21.484,-158.0381
Hawaii,Kalawao County,15005,21.1709,-156.9468
Hawaii,Kauai County,15007,22.0505,-159.559
Hawaii,Maui County,15009,20.8031,-156.3111
Idaho,Ada County,16001,43.4673,-116.224
Idaho,Adams County,16003,44.8572,-116.5409
Idaho,Bannock County,16005,42.6408,-112.163
Idaho,Bear Lake County,16007,42.3017,-111.3162
Idaho,Benewah County,16009,47.2169,-116.6847
Idaho,Bingham County,16011,43.2471,-112.2977
Idaho,Blaine County,16013,43.3095,-113.8783
Idaho,Boise County,16015,43.9699,-115.7708
Idaho,Bonner County,16017,48.3729,-116.5425
Idaho,Bonneville County,16019,43.3324,-111.4337
Idaho,Boundary County,16021,48.7983,-116.4171
Idaho,Butte County,16023,43.7614,-113.0807
Idaho,Camas County,16025,43.5285,-114.836
